UserID,YearMonth,TotalIncome,TotalSpending,Investment,Savings,Age,Income,JobType,RiskTolerance
7,2023-07,0.0,299.54,0.0,-299.54,57,35311,Investor,Low
7,2023-08,0.0,429.61,0.0,-429.61,57,35311,Investor,Low
7,2023-09,506.01,0.0,0.0,506.01,57,35311,Investor,Low
7,2024-01,0.0,511.84,0.0,-511.84,57,35311,Investor,Low
7,2024-03,0.0,897.58,897.58,-897.58,57,35311,Investor,Low
7,2024-04,0.0,421.85,0.0,-421.85,57,35311,Investor,Low
7,2024-07,952.47,0.0,0.0,952.47,57,35311,Investor,Low
7,2024-08,0.0,778.8,0.0,-778.8,57,35311,Investor,Low
8,2023-07,409.3,0.0,0.0,409.3,52,115305,Self-Employed,Low
8,2023-11,0.0,322.69,0.0,-322.69,52,115305,Self-Employed,Low
8,2023-12,0.0,193.68,193.68,-193.68,52,115305,Self-Employed,Low
8,2024-04,0.0,138.65,0.0,-138.65,52,115305,Self-Employed,Low
8,2024-10,0.0,617.87,0.0,-617.87,52,115305,Self-Employed,Low
8,2024-12,0.0,454.75,0.0,-454.75,52,115305,Self-Employed,Low
9,2023-12,0.0,477.62,477.62,-477.62,63,160608,Freelancer,High
10,2023-05,0.0,775.33,0.0,-775.33,61,179503,Investor,High
10,2023-09,0.0,1237.09,501.83,-1237.09,61,179503,Investor,High
10,2023-10,0.0,995.99,995.99,-995.99,61,179503,Investor,High
10,2024-12,0.0,854.89,854.89,-854.89,61,179503,Investor,High
10,2025-01,0.0,475.2,475.2,-475.2,61,179503,Investor,High
10,2025-02,0.0,339.87,0.0,-339.87,61,179503,Investor,High
11,2023-10,935.38,0.0,0.0,935.38,63,86886,Investor,Low
11,2024-07,0.0,313.36,0.0,-313.36,63,86886,Investor,Low
11,2024-11,0.0,859.65,0.0,-859.65,63,86886,Investor,Low
11,2025-01,0.0,219.75,219.75,-219.75,63,86886,Investor,Low
12,2023-12,753.75,0.0,0.0,753.75,22,99092,Freelancer,High
12,2024-02,1422.66,0.0,0.0,1422.66,22,99092,Freelancer,High
12,2024-04,0.0,635.37,0.0,-635.37,22,99092,Freelancer,High
12,2024-09,129.62,0.0,0.0,129.62,22,99092,Freelancer,High
12,2025-02,0.0,813.21,0.0,-813.21,22,99092,Freelancer,High
13,2023-07,0.0,145.71,145.71,-145.71,40,117313,Investor,Low
13,2023-09,0.0,526.6,0.0,-526.6,40,117313,Investor,Low
13,2023-10,237.47,0.0,0.0,237.47,40,117313,Investor,Low
13,2023-11,0.0,513.63,0.0,-513.63,40,117313,Investor,Low
13,2024-02,0.0,649.73,649.73,-649.73,40,117313,Investor,Low
13,2024-03,0.0,540.34,0.0,-540.34,40,117313,Investor,Low
13,2024-05,0.0,32.12,32.12,-32.12,40,117313,Investor,Low
13,2024-11,0.0,542.92,0.0,-542.92,40,117313,Investor,Low
13,2025-01,0.0,789.9000000000001,0.0,-789.9000000000001,40,117313,Investor,Low
13,2025-03,0.0,535.85,0.0,-535.85,40,117313,Investor,Low
14,2023-04,211.59,0.0,0.0,211.59,33,184969,Salaried,Medium
14,2023-06,0.0,474.82,0.0,-474.82,33,184969,Salaried,Medium
14,2023-08,0.0,552.97,0.0,-552.97,33,184969,Salaried,Medium
14,2023-09,0.0,846.17,846.17,-846.17,33,184969,Salaried,Medium
14,2024-02,0.0,135.75,0.0,-135.75,33,184969,Salaried,Medium
14,2024-08,0.0,165.14,0.0,-165.14,33,184969,Salaried,Medium
15,2024-01,0.0,475.21,0.0,-475.21,39,150174,Investor,High
15,2024-05,575.11,0.0,0.0,575.11,39,150174,Investor,High
16,2023-05,0.0,810.6,810.6,-810.6,63,47159,Freelancer,High
16,2023-06,877.28,466.8,0.0,410.47999999999996,63,47159,Freelancer,High
16,2023-11,0.0,551.89,0.0,-551.89,63,47159,Freelancer,High
16,2024-02,175.36,0.0,0.0,175.36,63,47159,Freelancer,High
16,2024-05,0.0,196.23,0.0,-196.23,63,47159,Freelancer,High
16,2025-03,17.22,0.0,0.0,17.22,63,47159,Freelancer,High
17,2023-04,0.0,766.99,393.75,-766.99,33,65920,Investor,Medium
17,2023-09,0.0,650.54,650.54,-650.54,33,65920,Investor,Medium
17,2023-12,205.32,0.0,0.0,205.32,33,65920,Investor,Medium
17,2024-03,0.0,250.47,0.0,-250.47,33,65920,Investor,Medium
17,2024-07,0.0,1054.08,0.0,-1054.08,33,65920,Investor,Medium
17,2024-09,0.0,419.3,0.0,-419.3,33,65920,Investor,Medium
17,2025-01,0.0,783.52,0.0,-783.52,33,65920,Investor,Medium
17,2025-02,0.0,960.19,960.19,-960.19,33,65920,Investor,Medium
18,2023-03,0.0,363.86,0.0,-363.86,59,49457,Self-Employed,Medium
18,2023-05,0.0,496.49,0.0,-496.49,59,49457,Self-Employed,Medium
18,2023-06,775.54,0.0,0.0,775.54,59,49457,Self-Employed,Medium
18,2023-10,0.0,9.44,0.0,-9.44,59,49457,Self-Employed,Medium
18,2024-06,0.0,520.86,0.0,-520.86,59,49457,Self-Employed,Medium
19,2024-02,0.0,896.5799999999999,0.0,-896.5799999999999,61,82995,Self-Employed,Low
19,2024-04,0.0,63.98,0.0,-63.98,61,82995,Self-Employed,Low
19,2024-12,0.0,894.17,894.17,-894.17,61,82995,Self-Employed,Low
20,2024-07,431.8,274.79,0.0,157.01,37,67065,Self-Employed,Medium
20,2024-09,0.0,675.01,0.0,-675.01,37,67065,Self-Employed,Medium
21,2023-11,0.0,762.75,0.0,-762.75,50,41534,Investor,Medium
21,2023-12,1470.8200000000002,0.0,0.0,1470.8200000000002,50,41534,Investor,Medium
21,2024-01,0.0,782.84,0.0,-782.84,50,41534,Investor,Medium
22,2023-04,0.0,807.84,0.0,-807.84,42,121387,Salaried,Medium
22,2024-05,0.0,113.85,0.0,-113.85,42,121387,Salaried,Medium
22,2024-07,636.65,1225.94,421.46,-589.2900000000001,42,121387,Salaried,Medium
23,2023-06,470.21,0.0,0.0,470.21,59,53247,Salaried,Medium
23,2023-09,0.0,702.25,0.0,-702.25,59,53247,Salaried,Medium
23,2023-10,0.0,373.99,0.0,-373.99,59,53247,Salaried,Medium
23,2024-01,194.84,0.0,0.0,194.84,59,53247,Salaried,Medium
23,2024-09,0.0,927.13,0.0,-927.13,59,53247,Salaried,Medium
23,2024-10,0.0,158.57,0.0,-158.57,59,53247,Salaried,Medium
24,2024-02,0.0,726.74,0.0,-726.74,43,42185,Salaried,Low
24,2024-08,0.0,5.78,5.78,-5.78,43,42185,Salaried,Low
25,2023-09,0.0,97.06,97.06,-97.06,60,68044,Freelancer,Low
25,2023-10,0.0,158.86,0.0,-158.86,60,68044,Freelancer,Low
25,2023-12,0.0,476.2,0.0,-476.2,60,68044,Freelancer,Low
25,2024-04,0.0,160.2,0.0,-160.2,60,68044,Freelancer,Low
25,2024-05,0.0,632.53,0.0,-632.53,60,68044,Freelancer,Low
25,2024-06,0.0,791.06,0.0,-791.06,60,68044,Freelancer,Low
25,2024-10,0.0,645.36,0.0,-645.36,60,68044,Freelancer,Low
25,2024-11,0.0,137.16,0.0,-137.16,60,68044,Freelancer,Low
25,2024-12,0.0,78.18,0.0,-78.18,60,68044,Freelancer,Low
25,2025-02,0.0,852.05,0.0,-852.05,60,68044,Freelancer,Low
26,2024-03,0.0,605.11,0.0,-605.11,20,78984,Freelancer,Low
26,2024-07,0.0,511.57,0.0,-511.57,20,78984,Freelancer,Low
26,2024-12,0.0,480.0,0.0,-480.0,20,78984,Freelancer,Low
27,2023-07,0.0,516.53,0.0,-516.53,43,163767,Investor,High
27,2023-08,0.0,379.75,0.0,-379.75,43,163767,Investor,High
27,2024-02,0.0,274.06,0.0,-274.06,43,163767,Investor,High
27,2024-08,0.0,637.75,0.0,-637.75,43,163767,Investor,High
28,2023-04,0.0,881.87,881.87,-881.87,30,69504,Investor,High
28,2023-09,0.0,683.15,0.0,-683.15,30,69504,Investor,High
28,2023-10,0.0,564.97,0.0,-564.97,30,69504,Investor,High
28,2024-01,0.0,735.5799999999999,0.0,-735.5799999999999,30,69504,Investor,High
28,2024-02,0.0,183.85,183.85,-183.85,30,69504,Investor,High
30,2023-06,60.94,0.0,0.0,60.94,61,56854,Self-Employed,Low
30,2023-09,790.55,0.0,0.0,790.55,61,56854,Self-Employed,Low
30,2023-12,0.0,494.3,0.0,-494.3,61,56854,Self-Employed,Low
30,2024-07,402.01,0.0,0.0,402.01,61,56854,Self-Employed,Low
30,2024-10,0.0,360.58,0.0,-360.58,61,56854,Self-Employed,Low
30,2024-11,0.0,702.62,0.0,-702.62,61,56854,Self-Employed,Low
31,2023-05,0.0,877.61,0.0,-877.61,47,52662,Salaried,Medium
31,2023-06,0.0,341.98,0.0,-341.98,47,52662,Salaried,Medium
31,2023-09,0.0,775.96,0.0,-775.96,47,52662,Salaried,Medium
31,2023-11,0.0,376.56,0.0,-376.56,47,52662,Salaried,Medium
31,2024-01,0.0,338.98,0.0,-338.98,47,52662,Salaried,Medium
31,2024-10,437.04,0.0,0.0,437.04,47,52662,Salaried,Medium
31,2024-12,0.0,905.61,0.0,-905.61,47,52662,Salaried,Medium
32,2023-04,0.0,1274.09,1274.09,-1274.09,52,119135,Freelancer,High
32,2023-09,0.0,637.89,0.0,-637.89,52,119135,Freelancer,High
32,2024-08,0.0,294.67,0.0,-294.67,52,119135,Freelancer,High
33,2023-03,0.0,243.56,0.0,-243.56,43,153684,Freelancer,Medium
33,2023-10,0.0,187.19,0.0,-187.19,43,153684,Freelancer,Medium
33,2024-07,0.0,244.29,244.29,-244.29,43,153684,Freelancer,Medium
33,2024-10,0.0,297.52,0.0,-297.52,43,153684,Freelancer,Medium
33,2024-11,26.29,0.0,0.0,26.29,43,153684,Freelancer,Medium
33,2025-01,1118.17,0.0,0.0,1118.17,43,153684,Freelancer,Medium
34,2023-09,0.0,778.22,0.0,-778.22,46,138066,Salaried,High
34,2024-04,354.35,0.0,0.0,354.35,46,138066,Salaried,High
34,2024-06,0.0,285.92,0.0,-285.92,46,138066,Salaried,High
35,2023-05,445.17,0.0,0.0,445.17,56,169182,Self-Employed,High
35,2024-01,265.46,0.0,0.0,265.46,56,169182,Self-Employed,High
35,2024-07,0.0,360.14,0.0,-360.14,56,169182,Self-Employed,High
35,2025-02,327.12,0.0,0.0,327.12,56,169182,Self-Employed,High
36,2024-07,0.0,594.42,594.42,-594.42,20,128806,Freelancer,Medium
36,2025-01,0.0,42.1,0.0,-42.1,20,128806,Freelancer,Medium
37,2023-07,0.0,417.5,417.5,-417.5,58,151626,Salaried,High
37,2023-10,0.0,574.75,0.0,-574.75,58,151626,Salaried,High
37,2024-02,0.0,858.25,0.0,-858.25,58,151626,Salaried,High
37,2024-06,0.0,414.33,0.0,-414.33,58,151626,Salaried,High
37,2024-12,0.0,369.59,0.0,-369.59,58,151626,Salaried,High
38,2023-09,0.0,737.12,0.0,-737.12,34,152409,Investor,Low
38,2023-12,0.0,493.6,0.0,-493.6,34,152409,Investor,Low
38,2024-11,0.0,428.69,0.0,-428.69,34,152409,Investor,Low
39,2023-07,0.0,552.89,0.0,-552.89,51,152096,Investor,Low
39,2023-12,0.0,454.36,0.0,-454.36,51,152096,Investor,Low
39,2024-06,0.0,102.66,102.66,-102.66,51,152096,Investor,Low
39,2024-11,0.0,156.47,0.0,-156.47,51,152096,Investor,Low
39,2025-03,398.95,0.0,0.0,398.95,51,152096,Investor,Low
40,2023-06,0.0,389.36,0.0,-389.36,51,117939,Self-Employed,Low
40,2024-01,0.0,554.44,0.0,-554.44,51,117939,Self-Employed,Low
41,2024-01,0.0,530.78,0.0,-530.78,42,194899,Salaried,High
42,2023-03,0.0,125.03,125.03,-125.03,41,183371,Self-Employed,Medium
42,2024-05,120.19,973.92,0.0,-853.73,41,183371,Self-Employed,Medium
42,2024-10,1158.83,328.31,0.0,830.52,41,183371,Self-Employed,Medium
42,2024-12,0.0,512.18,0.0,-512.18,41,183371,Self-Employed,Medium
42,2025-01,0.0,828.96,0.0,-828.96,41,183371,Self-Employed,Medium
43,2024-01,0.0,629.77,0.0,-629.77,64,139556,Self-Employed,Medium
43,2024-02,0.0,630.57,0.0,-630.57,64,139556,Self-Employed,Medium
43,2024-10,0.0,901.74,0.0,-901.74,64,139556,Self-Employed,Medium
43,2025-01,0.0,444.77,0.0,-444.77,64,139556,Self-Employed,Medium
44,2023-10,0.0,1285.1,652.56,-1285.1,30,48047,Self-Employed,High
44,2023-11,0.0,55.91,0.0,-55.91,30,48047,Self-Employed,High
44,2024-03,0.0,199.34,0.0,-199.34,30,48047,Self-Employed,High
44,2024-08,629.39,0.0,0.0,629.39,30,48047,Self-Employed,High
44,2025-01,831.9,0.0,0.0,831.9,30,48047,Self-Employed,High
45,2023-06,0.0,462.75,462.75,-462.75,47,183048,Freelancer,Medium
45,2023-09,384.76,0.0,0.0,384.76,47,183048,Freelancer,Medium
45,2023-12,0.0,490.15,0.0,-490.15,47,183048,Freelancer,Medium
45,2024-03,0.0,1049.34,0.0,-1049.34,47,183048,Freelancer,Medium
45,2024-07,453.41,0.0,0.0,453.41,47,183048,Freelancer,Medium
46,2023-07,0.0,926.52,0.0,-926.52,52,191152,Salaried,High
46,2023-12,0.0,413.21,0.0,-413.21,52,191152,Salaried,High
46,2024-03,0.0,283.78,0.0,-283.78,52,191152,Salaried,High
46,2025-03,0.0,560.08,0.0,-560.08,52,191152,Salaried,High
47,2023-06,0.0,502.57,0.0,-502.57,32,85016,Freelancer,High
47,2023-07,0.0,294.0,0.0,-294.0,32,85016,Freelancer,High
47,2024-06,0.0,312.26,0.0,-312.26,32,85016,Freelancer,High
47,2024-09,0.0,420.38,0.0,-420.38,32,85016,Freelancer,High
47,2024-11,0.0,937.92,937.92,-937.92,32,85016,Freelancer,High
47,2025-01,0.0,763.04,0.0,-763.04,32,85016,Freelancer,High
48,2023-05,0.0,1155.67,0.0,-1155.67,25,51959,Freelancer,Low
48,2023-06,0.0,627.88,0.0,-627.88,25,51959,Freelancer,Low
48,2024-04,0.0,779.75,0.0,-779.75,25,51959,Freelancer,Low
49,2023-04,0.0,709.84,0.0,-709.84,56,43545,Investor,High
49,2023-07,0.0,1036.55,0.0,-1036.55,56,43545,Investor,High
49,2023-09,0.0,735.96,0.0,-735.96,56,43545,Investor,High
49,2023-10,0.0,787.81,787.81,-787.81,56,43545,Investor,High
49,2025-01,0.0,1086.1200000000001,872.96,-1086.1200000000001,56,43545,Investor,High
49,2025-02,0.0,962.19,742.39,-962.19,56,43545,Investor,High
50,2023-09,0.0,597.63,0.0,-597.63,51,98840,Investor,Low
50,2024-05,0.0,801.48,0.0,-801.48,51,98840,Investor,Low
51,2023-04,1130.28,478.51,0.0,651.77,31,82733,Freelancer,Medium
51,2023-07,0.0,486.82,0.0,-486.82,31,82733,Freelancer,Medium
51,2024-06,0.0,198.83,0.0,-198.83,31,82733,Freelancer,Medium
51,2024-08,96.91,1319.02,0.0,-1222.11,31,82733,Freelancer,Medium
51,2024-12,0.0,271.27,0.0,-271.27,31,82733,Freelancer,Medium
51,2025-02,0.0,756.03,0.0,-756.03,31,82733,Freelancer,Medium
52,2023-05,0.0,803.21,0.0,-803.21,22,184736,Salaried,Low
52,2023-06,0.0,210.47,0.0,-210.47,22,184736,Salaried,Low
52,2023-07,0.0,910.66,910.66,-910.66,22,184736,Salaried,Low
52,2023-08,0.0,826.52,0.0,-826.52,22,184736,Salaried,Low
52,2024-01,103.26,0.0,0.0,103.26,22,184736,Salaried,Low
52,2024-07,0.0,249.51,0.0,-249.51,22,184736,Salaried,Low
52,2025-02,0.0,586.52,0.0,-586.52,22,184736,Salaried,Low
53,2023-11,0.0,708.62,0.0,-708.62,36,56736,Self-Employed,Medium
53,2023-12,0.0,455.87,455.87,-455.87,36,56736,Self-Employed,Medium
53,2024-03,0.0,1068.0900000000001,0.0,-1068.0900000000001,36,56736,Self-Employed,Medium
55,2023-06,0.0,752.53,0.0,-752.53,51,37392,Salaried,High
55,2024-02,0.0,705.7,0.0,-705.7,51,37392,Salaried,High
55,2024-08,0.0,837.38,837.38,-837.38,51,37392,Salaried,High
55,2024-09,0.0,317.75,0.0,-317.75,51,37392,Salaried,High
55,2024-11,0.0,385.76,0.0,-385.76,51,37392,Salaried,High
56,2023-07,0.0,389.67,389.67,-389.67,21,80859,Self-Employed,Medium
56,2023-11,436.24,0.0,0.0,436.24,21,80859,Self-Employed,Medium
56,2023-12,0.0,747.94,0.0,-747.94,21,80859,Self-Employed,Medium
56,2024-02,0.0,84.67,84.67,-84.67,21,80859,Self-Employed,Medium
56,2025-01,0.0,139.04,0.0,-139.04,21,80859,Self-Employed,Medium
57,2023-07,642.6,565.52,0.0,77.08000000000004,51,100467,Freelancer,High
57,2024-03,0.0,28.74,0.0,-28.74,51,100467,Freelancer,High
57,2024-04,0.0,531.07,531.07,-531.07,51,100467,Freelancer,High
57,2024-10,0.0,800.04,0.0,-800.04,51,100467,Freelancer,High
58,2023-09,0.0,273.36,0.0,-273.36,36,55342,Self-Employed,Low
58,2024-03,0.0,565.65,0.0,-565.65,36,55342,Self-Employed,Low
59,2023-03,720.82,0.0,0.0,720.82,53,119045,Freelancer,High
59,2023-09,0.0,777.42,0.0,-777.42,53,119045,Freelancer,High
59,2023-10,0.0,1696.4499999999998,949.18,-1696.4499999999998,53,119045,Freelancer,High
59,2024-03,0.0,501.81,0.0,-501.81,53,119045,Freelancer,High
59,2024-07,601.61,0.0,0.0,601.61,53,119045,Freelancer,High
59,2024-08,0.0,268.15,268.15,-268.15,53,119045,Freelancer,High
59,2024-09,0.0,920.94,0.0,-920.94,53,119045,Freelancer,High
59,2025-01,0.0,874.12,0.0,-874.12,53,119045,Freelancer,High
60,2023-06,0.0,268.48,0.0,-268.48,35,186256,Salaried,High
60,2023-11,0.0,686.38,0.0,-686.38,35,186256,Salaried,High
60,2024-12,0.0,723.58,0.0,-723.58,35,186256,Salaried,High
60,2025-02,0.0,622.59,622.59,-622.59,35,186256,Salaried,High
60,2025-03,0.0,570.27,0.0,-570.27,35,186256,Salaried,High
61,2023-06,0.0,1001.68,0.0,-1001.68,25,81663,Salaried,High
61,2024-03,0.0,356.21,0.0,-356.21,25,81663,Salaried,High
61,2024-05,1099.18,0.0,0.0,1099.18,25,81663,Salaried,High
62,2023-08,0.0,911.35,0.0,-911.35,39,163883,Freelancer,High
62,2023-11,0.0,604.07,0.0,-604.07,39,163883,Freelancer,High
62,2025-02,0.0,1487.13,0.0,-1487.13,39,163883,Freelancer,High
63,2023-12,0.0,418.44,0.0,-418.44,45,64754,Freelancer,High
63,2024-10,0.0,112.55,0.0,-112.55,45,64754,Freelancer,High
64,2024-03,0.0,824.02,0.0,-824.02,39,163983,Freelancer,Low
64,2024-04,0.0,571.35,0.0,-571.35,39,163983,Freelancer,Low
64,2024-12,0.0,99.2,99.2,-99.2,39,163983,Freelancer,Low
64,2025-02,0.0,696.92,0.0,-696.92,39,163983,Freelancer,Low
65,2023-08,0.0,482.07,0.0,-482.07,52,101295,Freelancer,Medium
65,2024-02,0.0,629.44,308.23,-629.44,52,101295,Freelancer,Medium
65,2024-04,70.4,0.0,0.0,70.4,52,101295,Freelancer,Medium
65,2024-06,0.0,33.92,33.92,-33.92,52,101295,Freelancer,Medium
65,2024-09,0.0,295.71,295.71,-295.71,52,101295,Freelancer,Medium
65,2025-01,404.35,0.0,0.0,404.35,52,101295,Freelancer,Medium
66,2023-04,0.0,424.23,0.0,-424.23,59,67504,Freelancer,Low
66,2023-05,0.0,1314.09,1314.09,-1314.09,59,67504,Freelancer,Low
66,2024-11,436.61,365.25,365.25,71.36000000000001,59,67504,Freelancer,Low
67,2024-04,160.23,1457.3400000000001,0.0,-1297.1100000000001,44,142561,Freelancer,High
67,2024-10,0.0,622.92,0.0,-622.92,44,142561,Freelancer,High
67,2024-12,0.0,471.75,0.0,-471.75,44,142561,Freelancer,High
67,2025-02,0.0,375.43,0.0,-375.43,44,142561,Freelancer,High
68,2023-05,0.0,423.16,0.0,-423.16,49,60306,Freelancer,Medium
68,2024-03,0.0,216.59,0.0,-216.59,49,60306,Freelancer,Medium
68,2024-08,0.0,110.11,0.0,-110.11,49,60306,Freelancer,Medium
68,2024-10,0.0,865.19,865.19,-865.19,49,60306,Freelancer,Medium
68,2025-01,0.0,903.82,0.0,-903.82,49,60306,Freelancer,Medium
69,2023-04,0.0,530.43,0.0,-530.43,21,192688,Investor,Medium
69,2023-05,552.05,0.0,0.0,552.05,21,192688,Investor,Medium
69,2023-09,434.96,0.0,0.0,434.96,21,192688,Investor,Medium
69,2024-07,0.0,309.81,0.0,-309.81,21,192688,Investor,Medium
69,2024-08,0.0,164.94,0.0,-164.94,21,192688,Investor,Medium
69,2025-01,174.45,0.0,0.0,174.45,21,192688,Investor,Medium
69,2025-02,840.0,0.0,0.0,840.0,21,192688,Investor,Medium
70,2023-08,268.09,0.0,0.0,268.09,31,50932,Salaried,High
70,2024-01,0.0,1445.44,0.0,-1445.44,31,50932,Salaried,High
70,2024-02,389.03,0.0,0.0,389.03,31,50932,Salaried,High
71,2023-11,0.0,574.48,0.0,-574.48,28,37400,Freelancer,High
71,2024-01,0.0,478.65,0.0,-478.65,28,37400,Freelancer,High
71,2024-02,192.09,1286.31,0.0,-1094.22,28,37400,Freelancer,High
71,2024-04,0.0,388.72,388.72,-388.72,28,37400,Freelancer,High
71,2024-05,0.0,378.15,0.0,-378.15,28,37400,Freelancer,High
71,2024-07,127.84,0.0,0.0,127.84,28,37400,Freelancer,High
71,2025-01,0.0,757.54,0.0,-757.54,28,37400,Freelancer,High
71,2025-02,148.15,0.0,0.0,148.15,28,37400,Freelancer,High
72,2023-11,0.0,451.67,451.67,-451.67,35,96690,Investor,Medium
72,2023-12,0.0,542.39,0.0,-542.39,35,96690,Investor,Medium
72,2024-11,0.0,277.9,0.0,-277.9,35,96690,Investor,Medium
72,2024-12,0.0,231.95,0.0,-231.95,35,96690,Investor,Medium
72,2025-01,0.0,483.24,483.24,-483.24,35,96690,Investor,Medium
72,2025-03,0.0,64.25,0.0,-64.25,35,96690,Investor,Medium
73,2023-05,0.0,105.92,0.0,-105.92,52,42183,Investor,High
73,2024-02,301.66,0.0,0.0,301.66,52,42183,Investor,High
73,2024-09,448.23,901.41,901.41,-453.17999999999995,52,42183,Investor,High
74,2023-04,0.0,311.77,0.0,-311.77,27,35539,Self-Employed,Medium
74,2023-06,0.0,853.16,0.0,-853.16,27,35539,Self-Employed,Medium
74,2024-01,0.0,613.55,0.0,-613.55,27,35539,Self-Employed,Medium
74,2024-02,421.05,0.0,0.0,421.05,27,35539,Self-Employed,Medium
74,2024-09,489.38,0.0,0.0,489.38,27,35539,Self-Employed,Medium
75,2023-09,0.0,356.52,0.0,-356.52,54,156063,Self-Employed,Low
75,2024-11,142.94,0.0,0.0,142.94,54,156063,Self-Employed,Low
75,2024-12,0.0,447.68,0.0,-447.68,54,156063,Self-Employed,Low
76,2023-07,0.0,64.52,0.0,-64.52,54,163272,Salaried,Medium
76,2025-03,0.0,488.73,488.73,-488.73,54,163272,Salaried,Medium
77,2023-04,0.0,756.32,0.0,-756.32,37,107505,Self-Employed,High
77,2023-05,0.0,268.46,268.46,-268.46,37,107505,Self-Employed,High
77,2023-07,0.0,652.49,0.0,-652.49,37,107505,Self-Employed,High
77,2023-10,0.0,431.15,0.0,-431.15,37,107505,Self-Employed,High
77,2023-12,0.0,134.21,0.0,-134.21,37,107505,Self-Employed,High
77,2024-02,0.0,202.54,0.0,-202.54,37,107505,Self-Employed,High
77,2024-07,542.33,0.0,0.0,542.33,37,107505,Self-Employed,High
77,2024-11,0.0,586.81,586.81,-586.81,37,107505,Self-Employed,High
77,2025-02,807.38,0.0,0.0,807.38,37,107505,Self-Employed,High
78,2023-10,0.0,874.85,0.0,-874.85,35,80108,Salaried,Low
78,2024-01,0.0,524.41,0.0,-524.41,35,80108,Salaried,Low
78,2024-02,0.0,461.33,0.0,-461.33,35,80108,Salaried,Low
78,2024-04,0.0,761.13,0.0,-761.13,35,80108,Salaried,Low
79,2023-07,6.2,0.0,0.0,6.2,23,53328,Self-Employed,Low
79,2023-09,0.0,864.09,0.0,-864.09,23,53328,Self-Employed,Low
79,2024-04,0.0,432.9,432.9,-432.9,23,53328,Self-Employed,Low
79,2024-08,454.18,0.0,0.0,454.18,23,53328,Self-Employed,Low
79,2024-10,0.0,504.07,0.0,-504.07,23,53328,Self-Employed,Low
79,2024-12,0.0,877.99,0.0,-877.99,23,53328,Self-Employed,Low
79,2025-01,0.0,664.42,0.0,-664.42,23,53328,Self-Employed,Low
80,2024-05,0.0,966.71,0.0,-966.71,39,88871,Investor,High
80,2024-07,0.0,231.02,0.0,-231.02,39,88871,Investor,High
81,2023-04,0.0,553.6,0.0,-553.6,22,116416,Investor,Low
81,2023-10,0.0,29.98,0.0,-29.98,22,116416,Investor,Low
81,2023-11,0.0,330.03,330.03,-330.03,22,116416,Investor,Low
81,2024-10,0.0,557.47,0.0,-557.47,22,116416,Investor,Low
82,2024-08,0.0,350.18,0.0,-350.18,31,137450,Freelancer,Medium
82,2024-11,0.0,606.52,606.52,-606.52,31,137450,Freelancer,Medium
82,2025-02,0.0,74.85,74.85,-74.85,31,137450,Freelancer,Medium
83,2024-05,0.0,834.34,0.0,-834.34,41,167965,Self-Employed,Medium
83,2024-07,0.0,906.63,0.0,-906.63,41,167965,Self-Employed,Medium
83,2025-02,0.0,50.11,0.0,-50.11,41,167965,Self-Employed,Medium
84,2023-10,0.0,704.41,0.0,-704.41,57,164508,Freelancer,Medium
84,2024-01,0.0,487.84,0.0,-487.84,57,164508,Freelancer,Medium
